"number","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"3706",NA,NA,NA,NA,NA,NA,NA,2.29007633587786,2.3469387755102,8.9079754601227
"2538",7.031144211239,11.9292529817954,9.54201362604088,10.1095890410959,6.85436893203883,7.83132530120482,6.78983833718245,8.19277108433735,6.9060773480663,8.9041095890411
"3060",15.6293238192321,13.041504539559,19.8148148148148,4.40839694656488,5.4089709762533,4.8582995951417,5.11415525114155,1.1830985915493,3.44827586206897,8.71559633027523
"4545",NA,NA,NA,NA,NA,NA,27.4322766570605,12.4392368673229,15.766369047619,8.64779874213836
"8131",8.55176700408453,8.63231723765848,3.30141961043249,2.14797136038186,7.06214689265537,6.72268907563025,4.8780487804878,1.66666666666667,6.96517412935323,8.58369098712446
"6136",11.7374893253629,17.75,15.3603603603604,16.3685636856369,18.2825822168088,10,8.8809946714032,8.30324909747292,8.83365200764818,8.53658536585366
"6214",2.52716704574172,3.78501135503407,0,4.32900432900433,5.1307596513076,6.51465798045603,5.39083557951483,5.30973451327434,8.03225806451613,8.50340136054422
"2493",7.34782608695652,10.085020242915,2.32342007434944,0,6.75675675675676,10.7011070110701,8.27338129496403,6.49350649350649,10.9803921568627,8.50277264325323
"2423",11.6006600660066,12.3313782991202,6.05326876513317,7.06611570247934,8.21888412017167,9.95049504950495,7.74725274725275,8.73152709359606,8.01204819277108,8.47394540942928
"8249",6.77061085006408,14.1313131313131,1.25549278091651,3.584229390681,7.18816067653277,4.70588235294118,5.40540540540541,4.47761194029851,8.52017937219731,8.47058823529412
"3030",20.3814248858901,21.5169988276671,6.40528634361233,6.06382978723404,12.0218340611354,8.71428571428572,14.0434782608696,6.48330058939096,6.00558659217877,8.45665961945032
"6189",22.4543577366586,16.1906893464637,9.30232558139535,7.66283524904215,8.81057268722467,8.94308943089431,7.63888888888889,7.54716981132075,8.80330123796424,8.45070422535211
"6216",7.71489906170031,15.5669144981413,8.36382645060115,6.35245901639344,6.39566395663957,9.73913043478261,6.57004830917874,5.26829268292683,8.03030303030303,8.43800322061192
"6115",14.6408829174664,18.3449235048679,10.3715302491103,7.69230769230769,8.46432889963724,8.25471698113208,6.78918918918919,7.32694355697551,8.49148418491484,8.37320574162679
"2374",7.48452138492872,14.5470046082949,6.385240352065,6.66666666666667,8.92857142857143,6.34920634920635,8.19366852886406,9.67741935483871,0,8.35654596100279
"1452",3.09917355371901,5.74712643678161,2,4.54545454545455,9.38720538720539,5.44069640914037,4.83091787439614,6.27450980392157,3.47826086956522,8.23798627002288
"3090",22.7377258623836,17.684164543138,9.12863070539419,20.6469194312796,22.5135501355014,15.8931860036832,13.1009174311927,15.1055900621118,11.0240963855422,8.2135523613963
"2706",24.6818181818182,10.4773269689737,10.4016064257028,9.36529680365297,8.42105263157895,5.50925925925926,6.35757575757576,6.66825775656324,8.12544987146529,8.18092643051771
"1108",3.81679389312977,2.78396436525613,0,2.21066319895969,0,0,0,4.95594713656388,5.52995391705069,8.17307692307692
"2722",NA,NA,NA,NA,NA,6.83968462549277,6.63360560093349,6.64705882352941,8.05263157894737,8.11111111111111
"1582",18.9029467247772,11.3274875352265,5.17063081695967,6.45624103299857,8.16901408450704,6.46551724137931,7.35074626865672,4.84094052558783,8.57142857142857,8.07899461400359
"3454",9.08928019771393,8.8886925795053,7.36100386100386,6.28976377952756,6.32660332541568,9.16401816118048,7.83212996389892,9.55263157894737,8.71512385919166,8.07782299084435
"6176",7.91448791035974,11.9472114524307,7.57604306864065,8.14541387024608,6.86965376782077,7.7970479704797,10.5471698113208,5.26315789473684,5.3921568627451,8.05008944543828
"3231",9.94760452180154,11.0656584457887,11.7854132901135,9.85714285714286,14.0140845070423,11.1971830985915,10.2447552447552,7.9016393442623,9.18910891089109,8.04201680672269
"2437",0,11.3879003558719,5.15802883003688,10.5835800807537,9.63081861958267,5.24475524475525,4.5045045045045,6.67779632721202,8.47457627118644,8.04020100502512
"3005",1.85004868549172,7.49202975557917,4.34782608695652,5.82716049382716,2.18579234972678,3.15315315315315,3.23624595469256,5.83090379008746,6.28019323671498,8.03212851405623
"2801",4.87567040468064,4.94233937397035,4.3859649122807,1.84615384615385,10.12,8.21580547112462,7.59701492537313,5.19148936170213,8.14613180515759,8.01149425287356
"6409",NA,NA,NA,NA,NA,NA,10.4653341661462,8.12633832976445,7.82245430809399,7.98804780876494
"9934",12.7228022654519,10.9495665878645,2.28519195612431,2.65223274695534,2.83950617283951,5.82010582010582,0,8.89275766016713,4.21940928270042,7.9734219269103
"3040",0,7.88643533123028,2.88372093023256,2.26415094339623,3.11284046692607,2.73972602739726,1.21951219512195,3.19488817891374,8.91530460624071,7.96178343949045
"5533",18.4144259496372,19.0241448692153,9.57731958762886,11.7272727272727,11.4193548387097,9.73972602739726,9.41545893719807,7.60416666666667,9.03030303030303,7.93255131964809
"2905",3.38028169014084,6.30208333333333,0,7.20264317180617,7.76470588235294,5.72786177105831,12.0816326530612,3.49127182044888,3.2967032967033,7.9126213592233
"1229",7.35382895472331,9.08878504672897,5.24459176552687,4.76190476190476,7.89795918367347,5.249343832021,5.0251256281407,4.78468899521531,11.1428571428571,7.90540540540541
"2340",0,4.64684014869888,1.07204116638079,1.13378684807256,6.51465798045603,4.76190476190476,3.94736842105263,3.83386581469649,6.6079295154185,7.8740157480315
"2856",3.91046831955923,1.99826238053866,0,4.94296577946768,5.32818532818533,3.31858407079646,3.2,4.18642533936652,6.81171548117155,7.86681222707424
"3321",NA,NA,NA,NA,NA,NA,NA,1.43843498273878,2.99775168623532,7.83410138248848
"2489",9.18630490956072,21.8481979817395,9.65130077590141,11.1068965517241,13.0761904761905,8.52878464818763,9.96,10.0454545454545,9.32944606413994,7.82608695652174
"1805",0,0,0,0,0,0,0,0,0,7.8125
"8070",7.13847990449662,10.8446021666044,2.54809529876417,3.6697247706422,10.8225806451613,3.82592592592593,6.21888412017167,3.68608799048751,3.38164251207729,7.77777777777778
"3665",NA,NA,NA,NA,6.75675675675676,8.65557404326123,4.92957746478873,8.53900709219858,8.45138888888889,7.77078085642317
"2404",7.0323488045007,12.9175946547884,6.0061919504644,4.08108108108108,9.56626506024096,10.4347826086957,6,7.10059171597633,7.36377025036819,7.69230769230769
"8039",8.91360196359174,8.28064398097329,3.6979969183359,8.89210526315789,11.0631067961165,4.14746543778802,3.11526479750779,4.31778929188256,9.40438871473354,7.63380281690141
"3356",4.22690811278159,6.22559284622786,7.60687661646128,6.77966101694915,13.9367588932806,8.95744680851064,14.3225806451613,14.5714285714286,15.8378378378378,7.61157024793388
"3033",14.1032909170689,15.5513955071477,6.55147588192945,7.78021978021978,12.7005347593583,10.2669404517454,6.81818181818182,7.66283524904215,8.81818181818182,7.59493670886076
"4722",4.31406384814495,6.2266500622665,3.21199143468951,5.0989010989011,3.29166666666667,3.95256916996047,3.8659793814433,4.83870967741935,5.6390977443609,7.53701211305518
"2477",4.66134397870925,11.1730368311327,2.47770069375619,1.71232876712329,5.81818181818182,0,3.79746835443038,16.2162162162162,9.43396226415094,7.48299319727891
"2509",7.2364274150027,7.76587605202754,6.84618895481515,7.40740740740741,7.82778864970646,9.34579439252336,4.41501103752759,6,5.34521158129176,7.47663551401869
"2433",3.27380952380952,13.9280832888414,12.5628140703518,6.48648648648649,7.26666666666667,11.1395646606914,7.05218617771509,8.62068965517241,6.93391115926327,7.40740740740741
"6128",10.83369199731,9.400828892836,7.28935905413815,10.7015706806283,11.2903682719547,8.66551126516464,5.3968253968254,5.76923076923077,7.97720797720798,7.40740740740741
"9946",5,0,0,0,0,0,7.07482993197279,11.1555555555556,4.1,7.40740740740741
"2480",6.61157024793388,8.40336134453782,9.59137343927355,5.83468395461913,6.24373956594324,7.02402957486137,7.69230769230769,6.47249190938511,7.00525394045534,7.39371534195933
"1305",0,0,0,2.51046025104602,0,0,7.99004975124378,9.06329113924051,1.91387559808612,7.37634408602151
"1231",4.26985482493595,5.47945205479452,6.07111882046834,2.56880733944954,5.53456221198157,5.85374554102259,10.6002166847237,14.4844720496894,3.35195530726257,7.36153846153846
"4952",NA,NA,NA,NA,NA,7.28155339805825,3.2051282051282,6.52741514360313,7.86516853932584,7.35632183908046
"6205",8.03260045489007,14.396689802456,3.18598168060534,5,3.39943342776204,2.26190476190476,4.25531914893617,3.75,7.98548094373866,7.35294117647059
"2325",7.2905874921036,11.6282475200756,4.52488687782805,6.82539682539683,5.08634222919937,4.77310924369748,4.38829787234043,3.61083249749248,7.22021660649819,7.35009671179884
"9943",2.44140625,2.64970853206147,4.55580865603645,0,3.8961038961039,5.31914893617021,6.57894736842105,8.49256900212314,6.46203554119548,7.3394495412844
"1307",5.68397120121258,9.37828371278459,14.0921004732435,9.51127819548872,13.4090909090909,7.86815415821501,8.04504504504505,7.53074433656958,7.05576679340938,7.31472081218274
"1711",1.27877237851662,1.86451211932878,1.12296462661426,2.55009107468124,12.1505376344086,7.73224043715847,7.37529691211401,6.37741046831956,7.21238938053097,7.2883295194508
"3501",8.31455087835598,10.003752814611,5.58863198458574,7.57324840764331,10.2878953107961,7.17703349282297,6.09523809523809,5.37634408602151,6.41975308641975,7.22021660649819
"3559",NA,16.2857142857143,6.64451827242525,3.19838056680162,8,8.5,6.30372492836676,5.36193029490617,5.5045871559633,7.21649484536082
"3679",NA,NA,NA,NA,NA,5.97014925373134,6.21676891615542,6.10376398779247,8.53658536585366,7.20720720720721
"2426",7.6709147550269,9.6246719160105,3,1.285140562249,2.84090909090909,5.1,0,0,6.36042402826855,7.1830985915493
"2904",0,2.33565459610028,5.4525627044711,6.37362637362637,5.41176470588235,12.5786163522013,8.69565217391304,9.62199312714777,7.25952813067151,7.18132854578097
"6224",8.25897187196896,10.264198418404,6.18028338860416,3.41095890410959,5.28072837632777,6.53846153846154,6.94915254237288,5.3735255570118,5.66801619433198,7.16666666666667
"6285",23.6181026137464,19.735969689794,7.86204922724671,7.74119448698316,8.7593984962406,10.8724832214765,7.41767068273092,5.70828182941904,5.64864864864865,7.15730337078652
"1525",7.08855472013367,7.85551113649343,5.1551724137931,3.19258496395469,7.41935483870968,3.79888268156425,3.99002493765586,2.37741456166419,2.04379562043796,7.15702479338843
"1735",2.03804347826087,7.6697247706422,0,5.48628428927681,3.53356890459364,2.51121076233184,4.65116279069767,3.89105058365759,5.24017467248908,7.14285714285714
"3550",NA,NA,NA,6.72494956287828,11.5207373271889,3.77358490566038,3.87596899224806,5.68181818181818,7.14285714285714,7.11743772241993
"3034",7.28506309044064,11.6862903225806,6.77615062761506,5.53097345132743,6.59840728100114,5.05494505494505,4.56326530612245,3.79746835443038,7.09219858156028,7.11462450592885
"3026",8.99090909090909,9.6027713625866,7.24762217120367,6.39658848614073,8.04878048780488,7.38007380073801,6.46203554119548,5.92592592592593,8.77333333333333,7.09219858156028
"2401",11.4162502015154,13.7935279634189,0,0,6.27906976744186,0,0,0,4.47761194029851,7.06349206349206
"6412",NA,NA,NA,NA,NA,NA,5.19427058257101,4.7483660130719,5.67777777777778,7.04596100278552
"3023",18.2653228003269,10.3751995742416,6.93568726355612,4.1407867494824,7.17299578059072,7.14587737843552,6.19195046439629,5.31914893617021,7.62372188139059,7.02075226977951
"2408",16.2317562149158,0,0,0,0,0,0,0,4.79616306954436,7.01754385964912
"2812",0,8.66921075455334,1.32978723404255,0,3,4.30709939148073,8.19285714285714,7.62727272727273,8.97997936016512,6.99100529100529
"2421",7.83999108337048,7.13960113960114,5.97847358121331,3.62595419847328,7.57575757575758,7.83715012722646,5.50964187327824,4.3010752688172,6.62983425414365,6.97674418604651
"8114",8.97254412551257,11.741180243746,12.2531394580304,13.0546623794212,9.15739644970414,10.5306479859895,8.5,4.36363636363636,8.37012987012987,6.96685878962536
"2414",7.01593341260404,7.29394602479942,9.2741935483871,6.66666666666667,7.90419161676647,8.62619808306709,7.46753246753247,5.52486187845304,6.61157024793388,6.96378830083566
"2618",0,0,0,0,14.6948356807512,0,0,0,0,6.95439739413681
"8081",16.8712574850299,17.3618067087346,6.53531063278382,4.67731629392971,7.14285714285714,7.23888314374354,8.04988662131519,5.25581395348837,7.59493670886076,6.94444444444444
"4912",NA,NA,NA,NA,3.42465753424658,3.95256916996047,8.56164383561644,4.97512437810945,6.61764705882353,6.9364161849711
"1709",6.62172284644195,6.4,4.63128729752771,10,9.4330900243309,13.7296037296037,2.09059233449477,4.06779661016949,4.91803278688525,6.9164265129683
"5225",NA,NA,NA,NA,NA,0,6.11995104039168,6.71140939597315,7.34214390602056,6.91075514874142
"2451",4.02515295717199,9.94580789834309,8.40858253265681,6.98135198135198,3.69458128078818,6.57894736842105,6.61241098677518,6.14678899082569,6.66666666666667,6.91056910569106
"1560",17.2106287028031,9.99524262607041,3.97482610135807,1.42857142857143,2.52100840336134,6.12244897959184,5.22243713733075,3.83275261324042,6.61290322580645,6.90298507462687
"6201",5.58807876530069,10.8149864812669,8.09716599190283,6.34920634920635,7.28597449908925,7.21649484536082,6.20689655172414,7.43494423791822,6.84410646387833,6.89655172413793
"5434",10.003003003003,10.3764445537251,6.43686006825939,5.64520048602673,7.85161964472309,8.26923076923077,8.48550724637681,7.85365853658537,9.9811320754717,6.8689138576779
"6197",12.402113860197,15.4166263895602,0,10.2714932126697,0,0,2.99625468164794,3.78548895899054,7.62393162393162,6.86106346483705
"2841",0,0,5,4.1,14.5,6.2,0,6.64672489082969,11.6597510373444,6.86046511627907
"3014",2.26783081982084,6.91054145958671,1.66694449074846,3.92156862745098,3.84615384615385,0,5.26315789473684,3.18181818181818,9.61538461538462,6.84931506849315
"3416",22.76301382574,26.0277879341865,21.0897435897436,7.14705882352941,11.3492063492063,8.74157303370787,9.85436893203883,14.3415340086831,7.35294117647059,6.84931506849315
"2483",5.14928602336651,6.34796238244514,2.83363802559415,2.88135593220339,4.61971830985915,2.72727272727273,2.29007633587786,6.49350649350649,6.66666666666667,6.8421052631579
"1708",5.10986203372509,3.92259414225941,4.90035935968638,4.84652665589661,4.08719346049046,4.08163265306122,6.50602409638554,6.28205128205128,9.20168067226891,6.82149362477231
"1776",NA,NA,NA,NA,NA,8.31308669243512,10.5500505561173,11.8977912516241,4.55580865603645,6.81818181818182
"2637",NA,NA,NA,13.8471402923827,13.7220843672457,13.4129692832765,9.4080604534005,7.79801324503311,6.89492325855962,6.80272108843537
"8215",NA,NA,NA,0,3.75502958579882,0,0,0.683371298405467,7.60233918128655,6.77966101694915
"5706",11.3551843681059,7.07125103562552,6.77633611368551,3.77483443708609,55.4587155963303,5.39568345323741,4.76190476190476,5.79150579150579,9.23728813559322,6.76691729323308
"1530",14.0252247417147,13.8987764182425,12.1391633609809,1.41843971631206,7.9673590504451,4.6656298600311,4.77707006369427,4.46428571428571,6.68693009118541,6.74825174825175
"2459",8.14780763790665,10.089276418532,7.17274357441721,6.5173116089613,7.49625187406297,6.97674418604651,7.07964601769912,4.60829493087558,6.5374677002584,6.73854447439353
"2471",4.63678516228748,0,0,0,4.27046263345196,6.70391061452514,7.00934579439252,5.57103064066852,8.27586206896552,6.68896321070234
"2615",4.41116956697693,15.4166666666667,0,0,11.1095100864553,0,5.06329113924051,4.04040404040404,7.67754318618042,6.68523676880223
"4999",NA,NA,NA,NA,NA,68.4782608695652,13.4013605442177,4.27350427350427,7.96812749003984,6.67408231368187
"2367",10.2318824809576,15.2040816326531,0,0,1.01694915254237,6.2780269058296,0,3.33333333333333,5.44747081712062,6.66666666666667
"8443",NA,NA,NA,NA,NA,43.8125890736342,6.46273158121499,2.85171102661597,6.40740740740741,6.65188470066519
"8213",NA,NA,15.4782945736434,12.5041736227045,7.42986425339367,1.85676392572944,7.37100737100737,6.57894736842105,8.49514563106796,6.62251655629139
"8271",NA,NA,NA,3.77272727272727,10.4727272727273,7.8472885032538,6.94285714285714,5.70613409415121,9.50323974082074,6.62251655629139
"2820",0,0,10.3850641773629,8.98641588296761,7.13656387665198,11.71875,6.63900414937759,5.90717299578059,6.10169491525424,6.61354581673307
"3645",NA,NA,NA,NA,NA,2.86396181384248,3.4965034965035,1.13636363636364,3.6231884057971,6.58982511923688
"4958",NA,NA,NA,NA,0,5.98522167487685,7.75103163686382,3.05810397553517,3.74872318692543,6.58857979502196
"6202",6.6751768686558,8.49279741030483,7.39158688714824,5.29661016949153,8.76560332871012,7.14285714285714,6.63129973474801,6.13382899628253,7.79510022271715,6.58671586715867
"5264",NA,NA,NA,NA,NA,NA,0.657894736842105,5.04201680672269,6.42857142857143,6.55737704918033
"9926",5.19930675909879,8.9825610363727,8.58142440649729,8.75586854460094,10.5182679296346,7.94840294840295,8.82352941176471,6.62582056892779,6.70574971815107,6.55522914218566
"8150",NA,NA,NA,NA,NA,NA,1.81686046511628,2.75229357798165,5.311004784689,6.5252854812398
"5471",7.22037184897913,8.98764454300649,4.93236555592214,5.71428571428571,7.69230769230769,7.21533258173619,7.02576112412178,5.28052805280528,7.90123456790123,6.51851851851852
"2359",0,10,0,0,2.87081339712919,0,0,0,6.23052959501558,6.51465798045603
"5234",NA,NA,NA,NA,NA,4.6189376443418,5.11073253833049,10.4446460980036,5.30120481927711,6.51465798045603
"1773",NA,NA,5.95001983339944,5.80046403712297,7.78210116731517,6.57395701643489,6.65188470066519,15.9026269702277,5.79064587973274,6.50054171180932
"6257",7.25739910313901,12.7868327402135,3.69276218611521,4.45269016697588,10.1565995525727,7.13656387665198,7.43362831858407,4.78723404255319,8.28125,6.49087221095335
"6196",5.79598145285935,3.3311125916056,10,1.92307692307692,3.8671875,5.19480519480519,5.12820512820513,4.57380457380457,7.96812749003984,6.47249190938511
"6155",7.99848771266541,9.71998691527642,6.6710775047259,7.28571428571429,6.25,6.02487562189055,6.1685393258427,6.83941605839416,6.94059405940594,6.46205962059621
"1464",0,3.2,0,1.2987012987013,1.54320987654321,2.35017626321974,2.14822771213749,0,8.55348399246704,6.44216691068814
"3050",0,3.64145658263305,0,0,3.00751879699248,0,0,0,0,6.42570281124498
"2850",13.1287919105907,11.7159167226326,0,9.61290322580645,6.78733031674208,6.90140845070423,5.21739130434783,3.95256916996047,4.63203463203463,6.42126789366053
"4557",NA,NA,NA,NA,NA,NA,NA,NA,1.33049494411921,6.41025641025641
"2376",2.42522231204527,4.98740554156171,4.47027268663388,7.2463768115942,7.63358778625954,7.5046904315197,7.01754385964912,6.38297872340426,9.12162162162162,6.37755102040816
"2701",11.2373453318335,4.37483176312248,4.03516819571865,5.48,5.6514657980456,4.14935064935065,4.8843537414966,4.55949367088608,6.05610561056106,6.35593220338983
"3437",NA,NA,NA,NA,NA,NA,0.884642604387827,2.81531531531532,8.15789473684211,6.35593220338983
"1558",13.7704918032787,10.3016924208977,4.66893039049236,5.3030303030303,9.60944206008584,7.58293838862559,9.88599348534202,5.27859237536657,5.59006211180124,6.35451505016722
"2420",14.2170368287883,14.2137592137592,5.71837026447462,3.94477317554241,7.08661417322835,8.7719298245614,6.83760683760684,5.85161964472309,8.33333333333333,6.34517766497462
"1718",0,9.96398559423769,0,0,0,0,0,0,0,6.32100396301189
"4938",NA,NA,NA,4.41139400050416,5.12367491166078,0,3.50710900473934,4.38291139240506,4.54443194600675,6.29722921914358
"1465",5.08474576271187,7.37463126843658,5.77124868835257,3.96825396825397,10.4761904761905,7.50853242320819,6.64451827242525,22.2172949002217,6.59722222222222,6.29370629370629
"2385",13.3955857385399,13.9888178913738,8.90912646675359,9.46998722860792,10.4204152249135,10.4204152249135,5.98177399756987,5.8864168618267,5.93224299065421,6.28734858681023
"2476",14.0818875780708,16.8817123544874,8.79784504874294,3.96825396825397,5.83941605839416,4.47284345047923,5.86510263929619,5.01960784313725,7.05882352941176,6.27049180327869
